SETID,DEPTID,DESCR,GL_EXPENSE,DESCR50
CANID,5209,WW Retail EGM Management,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5210,Engagement Design Group,MERCHANT SERVICES,Graphic Design
CANID,5212,Imaging Operations Fixed,NORTH AMERICA RETAIL,RS-Imaging
CANID,5213,Home Entertainment,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5214,Category Management - Kitchen,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5215,Jewelry Category,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5216,Category Management - Sports,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5217,Variable Imaging Support,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5218,Imaging Fixed Studio Costs,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5219,Imaging Variable Studio Costs,NORTH AMERICA RETAIL,RS-Imaging
CANID,5220,Appstore Content Test Operatns,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5221,D1 Creative,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5222,Goodreads- Business (Non-Tech),DIGITAL,GoodReads
CANID,5223,Kindle Reader Platform,DIGITAL,Kindle Content
CANID,5224,WriteOn,DIGITAL,Kindle Content
CANID,5225,Watches Category,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5226,comiXology-Business(Non-Tech),KINDLE CONTENT,Content Acquisition
CANID,5227,Audible - Business (Non-Tech),DIGITAL,Audible
CANID,5228,Higher Ed - Business,KINDLE CONTENT,Kindle Content
CANID,5229,Higher Ed - Tech,KINDLE CONTENT,Kindle Content
CANID,5230,Kindle Programs,KINDLE CONTENT,Kindle Content
CANID,5231,SnDBox - Business,KINDLE CONTENT,Kindle Content
CANID,5232,SnDBox - Tech,KINDLE CONTENT,Kindle Content
CANID,5233,Periodicals Tech,KINDLE CONTENT,Kindle Content
CANID,5234,Kindle KM - LOC,KINDLE CONTENT,Kindle Content
CANID,5235,Top Level Domain,KINDLE CONTENT,Kindle Content
CANID,5236,Luggage Category,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5237,Creative Operations&Production,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5238,Kindle Author Central Programs,KINDLE CONTENT,Kindle Content
CANID,5239,Kindle Content IN Support,KINDLE CONTENT,Kindle Content
CANID,5240,Kindle Content IN Support Prog,KINDLE CONTENT,Kindle Content
CANID,5241,Selection Contribution Pltfrm,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,5242,Kindle Content CN Support Prgm,KINDLE CONTENT,Kindle Content
CANID,5243,Westland Publishing,KINDLE CONTENT,Kindle Content
CANID,5244,Alexa COPS - Operations,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5245,Payment Products - Intnl-tech,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5246,Special Merchant Interest II,FINANCE,WW Retail Marketing
CANID,5247,FireTV Partners & Advertising,KINDLE DEVICE,Device Management
CANID,5251,Softlines Category Excellence,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5252,KC JP Manga,KINDLE CONTENT,Kindle Device Software
CANID,5256,Amazon Devices - E-reader,DIGITAL,Kindle Institutional
CANID,5257,Amzn Devices-US KOR Fld Sales,DIGITAL,Offline Retail
CANID,5258,Amazon Devices-Customer Engmnt,KINDLE DEVICE,Kindle Device Management
CANID,5259,DigitalVideo Core Platfrm Busn,BUSINESS DEV AND CPC,Video/Studios
CANID,5260,DV Store - Business,BUSINESS DEV AND CPC,Video/Studios
CANID,5261,DV Direct Publishing-Business,BUSINESS DEV AND CPC,Video/Studios
CANID,5262,DV Prime Video EU - Business,BUSINESS DEV AND CPC,Video/Studios
CANID,5263,DV Business Development,BUSINESS DEV AND CPC,Video/Studios
CANID,5264,Prime Video Channels- Business,BUSINESS DEV AND CPC,Video/Studios
CANID,5265,DV Ad-Supported Channels-Buss,BUSINESS DEV AND CPC,Biz Dev Finance
CANID,5266,DV International - Business,BUSINESS DEV AND CPC,Video/Studios
CANID,5267,DV WW Content Operations-Busn,BUSINESS DEV AND CPC,Video/Studios
CANID,5268,DV Core Product & Design-Busn,BUSINESS DEV AND CPC,Digital Music
CANID,5269,DV Prime Video TV - Business,BUSINESS DEV AND CPC,Video/Studios
CANID,5270,DV Prime Video Kids -Business,BUSINESS DEV AND CPC,Video/Studios
CANID,5271,DV Dali - Business,BUSINESS DEV AND CPC,Biz Dev/Corp Dev/DPReview
CANID,5272,Product Imaging as a Service,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5273,Indie Publishing - Print/POD,KINDLE CONTENT,Independent Publishing
CANID,5274,POD Operations,KINDLE CONTENT,Content Tech & Ops
CANID,5275,AMZ Video Worldwide Content Op,BUSINESS DEV AND CPC,Video/Studios
CANID,5276,Physical Stores Project Mendel,DIGITAL,New Initiatives
CANID,5300,Product Management,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5301,Studios Marketing,BUSINESS DEV AND CPC,Video/Studios
CANID,5313,Self-Service Performance Var,BUSINESS DEV AND CPC,WW Advertising
CANID,5315,Media,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5320,Marketplace & 3rd Party,NORTH AMERICA RETAIL,"Books, B2B, MOD, Canada"
CANID,5334,Self-Service Performance Fixed,BUSINESS DEV AND CPC,WW Advertising
CANID,5345,Echo Look Consumer Fixed,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5351,Core Business Initiatives,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5353,Webstore Businesses,MERCHANT SERVICES,Seller Website Business
CANID,5356,Checkout,MERCHANT SERVICES,Consumer Website
CANID,5357,Falcon Business,MERCHANT SERVICES,Seller Website Business
CANID,5363,Financial Intelligence Systems,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5365,CMT Systems,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5366,Amazon Together,E-COMMERCE PLATFORM,eCP Mgmt
CANID,5367,Webstore Technology,MERCHANT SERVICES,Seller Website Business
CANID,5370,Webstore Technical IN (Fixed),MERCHANT SERVICES,Seller Website Business
CANID,5371,eCFT Management,E-COMMERCE PLATFORM,eCFT
CANID,5372,Product Graph,MERCHANT SERVICES,Machine Learning
CANID,5378,KC Alexa,KINDLE CONTENT,New Initiatives
CANID,5382,Amazon Global Selling-Business,MERCHANT SERVICES,FBA
CANID,5397,Catalog System Services,E-COMMERCE PLATFORM,eCSCS
CANID,5398,Catalog Support & Ops Var,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5399,Classification&Policy Platform,FINANCE,Global Consumer FPA
CANID,5400,CMT Ops - Fixed,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5401,Retail Business Services Fixed,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5402,Selection Monitoring,E-COMMERCE PLATFORM,eCSCS
CANID,5404,RBS NIS Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5405,RBS Defect Reduction Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5406,RBS Flex Org Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5407,CMT Ops - Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5408,Compliance Operations-Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5409,Compliance Operations-Managmnt,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5410,Amazon Pop Up Corporate,DIGITAL,JIHM
CANID,5411,Amazon Vendor Services - Fixed,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5412,Vendor Management Services-Var,KINDLE CONTENT,WW Retail Marketing
CANID,5414,Vendor Success Program - Fixed,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5420,KC EU Marketplace,KINDLE CONTENT,Kindle Content
CANID,5425,KC CN Marketplace,KINDLE CONTENT,Kindle Content
CANID,5430,KC BR Marketplace,KINDLE CONTENT,Kindle Content
CANID,5435,KC KU Mgmt,KINDLE CONTENT,Kindle Content
CANID,5513,CommerceX,MERCHANT SERVICES,Payments - EPS
CANID,5514,Amazon Pay-Admin,MERCHANT SERVICES,Payments - EPS
CANID,5515,Amazon Pay-International,MERCHANT SERVICES,Payments - EPS
CANID,5517,Amazon Pay-Variable,MERCHANT SERVICES,Payments - EPS
CANID,5521,TRMS Abuse Fixed,MERCHANT SERVICES,Risk Management and Fraud
CANID,5522,Devices Business Development,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5525,Compliance Business,MERCHANT SERVICES,Payments - EPS
CANID,5556,Amazon Devices (EU),KINDLE DEVICE,Kindle EU
CANID,5557,Amazon Devices (CN),KINDLE DEVICE,Kindle China
CANID,5558,Amazon Devices (BR),KINDLE DEVICE,Kindle Brazil
CANID,5559,Amazon Devices (JP),KINDLE DEVICE,Kindle Japan
CANID,5560,Kindle Enterprise,KINDLE CONTENT,Kindle Content
CANID,5565,Softlines Biz Dev,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5578,AWS Marketplace-Variable,AMAZON WEB SERVICES,AWS - Utility Computing
CANID,5585,KC Non-Fiction,KINDLE CONTENT,Kindle Content
CANID,5601,Amazon Devices (IN),KINDLE CONTENT,Kindle Device/Accessories
CANID,5602,KC JP Mgmt,KINDLE CONTENT,Kindle Content
CANID,5603,Other Media,KINDLE CONTENT,Intl Retail - FR
CANID,5604,SCOT,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5605,Software - Physical,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5606,Video Games - Physical,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5607,Category Management - Music,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5608,Softlines Leadership,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5609,Cloud Drive - Mgmt,AMAZON WEB SERVICES,App Store/ Games/ Cloud drive
CANID,5610,Category Management - Toys,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5611,Category Management - Baby,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5612,Mobile Shopping,MERCHANT SERVICES,Amazon Mobile
CANID,5613,Cloud Drive Variable,AMAZON WEB SERVICES,MEDIA
CANID,5614,Gift Certificates - Variable,MERCHANT SERVICES,Amazon Payment Products
CANID,5615,Project FloJo,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5616,Category Mgmt-Beauty& Grooming,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5617,Treasure Truck Variable,FINANCE,Merchant Services Finance
CANID,5618,Project Queso - Non-Tech,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5619,Treasure Truck,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5620,Category Mgmt-Health& Personal,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5621,Category Mgmt-Other Consumable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5622,Prime Pantry,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5623,Consumables Special Projects,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5624,Treasure Truck Corporate,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5626,Category Mgmt - Amazon Fresh,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5628,Product Management - AmznFresh,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5629,International Dabba,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5630,Amazon Elements,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5631,Yum,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5634,Category Management - Food,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5635,Consumables ROI-operations,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5645,Project Bond,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5646,Category Management - BISS,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5647,Amazon Business,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5648,Amazon Business -VariableSales,NORTH AMERICA RETAIL,HL-B2B
CANID,5649,Amazon Buss-Fixed Sales & Mkt,NORTH AMERICA RETAIL,HL-B2B
CANID,5650,Shoes Category,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5651,Shoefitr,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5652,Amazon Business - Tech,NORTH AMERICA RETAIL,HL-B2B
CANID,5653,Amazon Business Intl,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5654,ABI Payments,KINDLE CONTENT,Intl Retail - Other
CANID,5661,MyHabit CX,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5662,Softlines Private Brands,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5663,Apparel Category,NORTH AMERICA RETAIL,SL-Apparel/Shoes
CANID,5664,CategoryManagement-Lawn&Garden,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5665,Softlines Product Imaging-Vari,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5668,Category Management - Home,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5669,Wedding Registry (US),NORTH AMERICA RETAIL,WW Retail Systems
CANID,5670,Category Management - Tools,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5674,Category Management - HI,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5676,Category Management - Pets,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5677,Total CE,KINDLE CONTENT,Intl Retail - FR
CANID,5679,Other Hardlines,KINDLE CONTENT,Intl Retail - FR
CANID,5682,Category Management - CE,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5684,HR/Recruiting,INTERNATIONAL RETAIL,Intl Retail - EU
CANID,5688,Category Management - Wireless,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5690,Appstore 3P/Underground,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5691,Appstore 1P Devices,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5692,Alexa Skills Busness Dev,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5694,Category Management - PC,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5695,MT-NLP/BodyLabs/Edu,KINDLE DEVICE,Alexa
CANID,5696,Hardlines Customer Experience,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5701,"Seller, Vendor and Brand -Tech",MERCHANT SERVICES,Technical Account Management
CANID,5703,Intelligent Cloud Control,E-COMMERCE PLATFORM,eCFT
CANID,5704,eCS MGMT,E-COMMERCE PLATFORM,eCP Mgmt
CANID,5707,IN Marketplace Business,MERCHANT SERVICES,North American Sales
CANID,5708,eCPS-Distributed Computing 2.0,E-COMMERCE PLATFORM,Ecommerce Platform Services
CANID,5709,eCPS - Product Aggregator,E-COMMERCE PLATFORM,Ecommerce Platform Services
CANID,5710,Translation Services and Prdct,E-COMMERCE PLATFORM,Payments Engineering
CANID,5711,Amazon Register,BUSINESS DEV AND CPC,Amazon Local Commerce
CANID,5712,Payment Acceptance &Experience,MERCHANT SERVICES,Amazon Payment Products
CANID,5713,Gift Certificates,MERCHANT SERVICES,Amazon Payment Products
CANID,5718,Affiliate Marketing,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5730,Periodicals,KINDLE CONTENT,Content Store
CANID,5740,Mass Vendor Recruitment (MVR),NORTH AMERICA RETAIL,WW Retail Systems
CANID,5745,EU Mass Account Management,KINDLE CONTENT,WW Retail Marketing
CANID,5760,Marketplace Business,MERCHANT SERVICES,Merchant Technologies
CANID,5762,New Business-Mkt place-Fixed,MERCHANT SERVICES,Merchant Technologies
CANID,5770,Marketplace Variable,MERCHANT SERVICES,Merchant Technologies
CANID,5771,B2B Marketplace - Variable,MERCHANT SERVICES,Merchant Technologies
CANID,5774,AWS Commercial Sales - Fixed,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5775,Mexico Team,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5791,Automated Advrtise-Dynamic Ads,NORTH AMERICA RETAIL,Traffic
CANID,5792,Prime Management,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5798,Associates Products & Platform,BUSINESS DEV AND CPC,WW Advertising
CANID,5801,Enterprise Sellers - Variable,MERCHANT SERVICES,Seller Website Business
CANID,5805,Shopping OS,MERCHANT SERVICES,Consumer Website
CANID,5810,DMT Admin,AMAZON WEB SERVICES,Developer Productivity and Tools
CANID,5811,Anti-DDoS,AMAZON WEB SERVICES,AWS - Utility Computing
CANID,5812,AWS Support,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5813,Infra Supply Chain & Procure,AMAZON WEB SERVICES,Infrastructure
CANID,5814,AWS Managed Cloud,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5815,AWS Documentation,AMAZON WEB SERVICES,Developer Productivity and Tools
CANID,5820,Camera,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5821,Audio & Accessories,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5822,Musical Instruments,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5823,Global Sourcing,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5824,Mobile Electronics,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5825,Office Products,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5826,Physical Software,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5827,Digital Software,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5828,Physical Video Games,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5829,Digital Video Game,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5830,Appstore Admin,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5832,Home EntertainmentSubscription,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5833,Furniture,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5834,Appstore Platform/Twitch,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5835,Appstore Consumer Marketing,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5845,"AWS WWPS Capture,Proposl&Cntrt",AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5846,AWS WWPS TechVision and BD-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5847,WWPS Professional Services,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5848,WWPS Solution Architecture,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5849,AWS WWPS Business Support-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5850,AWS Public Sec Sales:APAC-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5851,AWS Public Sec Sales:EMEA-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5852,AWS Public Sec Sales:LCC-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5853,AWS Public Sec Sales:US-CIV,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5854,AWS Public SecSales:US-DOD-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5855,AWS PublicSecSale:USNATSEC-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5856,AWS Public Sec Sales:US-SLG,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5857,AWS Public SecSales:US-EDU-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5858,AWS Public SecSales:US-NPO-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5859,AWS Public Sec Sales:Prtnr-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5860,AWS Public SecSalesLeadDev-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5865,AWS GBO - Fixed,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5866,AWS GCR Fixed,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5867,AWS re:invent,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5868,AWS Brand Advertising,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5878,Prime Wardrobe,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5890,Amazon Devices Sales-Indirect,DIGITAL,Digital Tech - Subscriptions
CANID,5891,Amazon Devices Sales-Direct,KINDLE DEVICE,Marketing and D&A
CANID,5899,Blink,KINDLE DEVICE,Marketing and D&A
CANID,5900,IMDb,BUSINESS DEV AND CPC,IMDb
CANID,5940,Amazon Game Studios,AMAZON WEB SERVICES,Games
CANID,5942,Twitch - Fixed - Marketing,AMAZON WEB SERVICES,MEDIA
CANID,5943,Twitch - Variable - G&A,AMAZON WEB SERVICES,MEDIA
CANID,5944,Twitch - Variable-Fulfillment,AMAZON WEB SERVICES,MEDIA
CANID,5945,Twitch - Variable - Marketing,AMAZON WEB SERVICES,MEDIA
CANID,5946,Twitch - Fixed - Tech Costs,AMAZON WEB SERVICES,MEDIA
CANID,594632,Engineering,AMAZON WEB SERVICES,MEDIA
CANID,5947,Twitch - Variable,AMAZON WEB SERVICES,MEDIA
CANID,594745,Partnerships,AMAZON WEB SERVICES,AWS
CANID,5948,AGS OC Control,AMAZON WEB SERVICES,Games
CANID,5949,AGS Kiln Studio,AMAZON WEB SERVICES,Games
CANID,5950,AGS Central Groups,AMAZON WEB SERVICES,Games
CANID,5952,Lumberyard BD/Sales-Variable,AMAZON WEB SERVICES,Games
CANID,5953,AGS OC Versus,AMAZON WEB SERVICES,Games
CANID,5954,AGS OC Campaign,AMAZON WEB SERVICES,Games
CANID,5955,AGS Live Operations,AMAZON WEB SERVICES,Games
CANID,5956,Curse - Fixed,AMAZON WEB SERVICES,MEDIA
CANID,5958,Curse - Fixed - G&A,AMAZON WEB SERVICES,MEDIA
CANID,5959,Curse - Fixed - Marketing,AMAZON WEB SERVICES,MEDIA
CANID,5960,Twitch Variable - Sales,AMAZON WEB SERVICES,Web Services Fixed
