SETID,DEPTID,DESCR,GL_EXPENSE,DESCR50
CHNID,8652,Univ Programs Non-Tech Recruit,HR,Global Talent Acquisition
CHNID,8653,Executive Recruiting,HR,Global Talent Acquisition
CHNID,8654,Diversity Programs,HR,Global Talent Acquisition
CHNID,8655,GEMA HR,HR,G&A HR
CHNID,8656,HR Recruiting,HR,G&A HR
CHNID,8657,Biz Dev & Advertising HR,HR,Biz Dev & Advertising HR
CHNID,8658,BusinessDevelopment Recruiting,HR,Biz Dev & Advertising HR
CHNID,8659,Consumer Recruiting,HR,Consumer HR
CHNID,8660,HR Operations,HR,WWOPCS HR
CHNID,8667,HR Services Accommodations,HR,HR Systems
CHNID,8668,HR Services VHR,HR,HR Systems
CHNID,8669,HR Services Time,HR,HR Ops & Analytics
CHNID,8670,Consumer HR,HR,Consumer HR
CHNID,8671,HR Services,HR,HR Ops & Analytics
CHNID,8672,Devices HR,HR,Digital HR
CHNID,8673,Devices Recruiting,HR,Digital HR
CHNID,8674,Alexa Recruiting,HR,Digital HR
CHNID,8676,HR Services - GHRS,HR,HR Ops & Analytics
CHNID,8677,HR Services - LOAA,HR,HR Ops & Analytics
CHNID,8678,HR Services - Csvcs,HR,HR Ops & Analytics
CHNID,8679,Physical Stores HR,HR,HR Ops & Analytics
CHNID,8680,AWS HR,HR,AWS HR
CHNID,8681,Finance HR,HR,G&A HR
CHNID,8682,AWS Recruiting,HR,AWS HR
CHNID,8683,Legal HR,HR,G&A HR
CHNID,8684,Finance Recruiting,HR,G&A HR
CHNID,8685,Legal Recruiting,HR,G&A HR
CHNID,8700,Facilities Administration,FINANCE,Finance Operations
CHNID,8705,Office Management,FINANCE,Finance Operations
CHNID,8715,Security,OPERATIONS & CUSTOMER SERVICE,FC Operations
CHNID,8725,Corporate Facility VendorHeads,FINANCE,Finance Operations
CHNID,8800,G&A - International Retail,INTERNATIONAL RETAIL,Intl Retail - CHN
CHNID,8801,Consumer G&A,INTERNATIONAL RETAIL,Intl Retail - CHN
CHNID,8802,Central Econ 8802,INTERNATIONAL RETAIL,Intl Retail - CHN
CHNID,8803,Central Econ,INTERNATIONAL RETAIL,Intl Retail - CHN
CHNID,8804,NA Consumer G&A,INTERNATIONAL RETAIL,Intl Retail - CHN
CHNID,8805,Physical Consumer,KINDLE CONTENT,Intl Retail - FR
CHNID,8810,Global Accounts Receivable,FINANCE,Finance Operations
CHNID,8811,Finance ACES,FINANCE,Finance Operations
CHNID,8812,Souq Finance,KINDLE CONTENT,Finance Operations
CHNID,8850,WFM G&A,FINANCE,Global Consumer FPA
CHNID,8851,WFM Seattle G&A,KINDLE CONTENT,Intl Retail - CHN
CHNID,8853,Ops HR-Mgmt Recruiting Supprt,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CHNID,8883,Legal AWS,LEGAL,Legal
CHNID,8888,Finance Technology 8888,FINANCE,Corporate Applications
CHNID,8910,Cloud Drive Var Marketing,BUSINESS DEV AND CPC,Biz Dev/Corp Dev/DPReview
CHNID,8911,Cloud Drive Fixed Marketing,BUSINESS DEV AND CPC,Biz Dev/Corp Dev/DPReview
CHNID,8998,Technology & Content - Legal,LEGAL,Legal
CHPID,10AA,Test CC 1,OPERATIONS & CUSTOMER SERVICE,NAFC
CHPID,1230,Ops Tech IT,OPERATIONS & CUSTOMER SERVICE,AFT
CHPID,1560,Fixed Digital Ops CS - Alt Lan,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CHPID,4450,WW Advertising & Marketing Ops,DIGITAL,Marketing and D&A
CHPID,5140,Alexa Data Services,KINDLE DEVICE,App Store/ Games/ Cloud drive
CHPID,5146,Alexa Excellence,KINDLE DEVICE,New Initiatives
CHPID,5183,Alexa Experience and Devices,KINDLE DEVICE,App Store/ Games/ Cloud drive
CHPID,5183HR,Digital Product Management-HR,KINDLE DEVICE,New Initiatives
CHPID,5199,Alexa Domains - HHO,KINDLE DEVICE,App Store/ Games/ Cloud drive
CHPID,5199HR,Digital Support Management HR,KINDLE DEVICE,New Initiatives
CHPID,5408,Compliance Operations-Variable,INTERNATIONAL RETAIL,Intl Retail - EU
CHPID,5409,Compliance Operations-Managmnt,NORTH AMERICA RETAIL,RS-RBS
CHPID,7020,Global IT Services - Local IT,NORTH AMERICA RETAIL,Security
CHPID,7120,Alexa Machine Learning,KINDLE DEVICE,App Store/ Games/ Cloud drive
CHPID,7120HR,Dig Prod Mgmt - BS HR,DIGITAL,New Initiatives
CHPID,7121,Device and Services Design Grp,DIGITAL,New Initiatives
CHPID,7137,Alexa OS,KINDLE DEVICE,New Initiatives
CHPID,7145,Alexa Language Technologies,KINDLE DEVICE,Video Games and Software
CHPID,7148,Alexa Communications,KINDLE DEVICE,Device Hardware
CHPID,7149,AC Product Management,KINDLE DEVICE,Device Hardware
CHPID,7378,Polly,AMAZON WEB SERVICES,AWS - Utility Computing
CHPID,7404,Global IT,E-COMMERCE PLATFORM,Security
CHPID,7895,AWS Deep Learning,AMAZON WEB SERVICES,AWS - Utility Computing
CHPID,7936,Alexa Deep Learning,AMAZON WEB SERVICES,AWS - Utility Computing
CHPID,8171,Digital Products Legal,LEGAL,Legal
CHPID,8314,Amazon Devices Finance,FINANCE,WW Kindle Finance
CHPID,8500,Alexa HR,DIGITAL,Digital Support
CHPID,8500HR,Digital Tech Support - HR,DIGITAL,Digital Support
CHPID,8600,HR4HR,HR,G&A HR
CHPID,8625,Intl Corp/Kindle Content Rec,HR,International Consumer HR
CHPID,8651,Global Talent Acq - Univ Prgms,HR,Global Talent Acquisition
CHPID,8672,Devices HR,HR,Digital HR
CHPID,8673,Devices Recruiting,HR,Digital HR
CHPID,8674,Alexa Recruiting,HR,Digital HR
CHPID,8678,HR Services - Csvcs,HR,HR Ops & Analytics
CHPID,8705,Office Management,FINANCE,Finance Operations
CIRID,000001,HQ Amazon.com, ,Employee
CIRID,4000,AWS WWCS Comm Field Sales,AMAZON WEB SERVICES,Employee
CIRID,7788,Migration Services,AMAZON WEB SERVICES,Employee
CIRID,8318,AWS and Tech Finance,FINANCE,Employee
CIRID,8600,HR4HR,HR,Employee
COLID,5182,Vendor Self Service,INTERNATIONAL RETAIL,Intl Retail - UK
COLID,5183,Alexa Experience and Devices,KINDLE DEVICE,App Store/ Games/ Cloud drive
COLID,5199,Alexa Domains - HHO,KINDLE DEVICE,App Store/ Games/ Cloud drive
COLID,7119,Jumpstart,KINDLE DEVICE,Device Hardware
COLID,7120,Alexa Machine Learning,KINDLE DEVICE,App Store/ Games/ Cloud drive
COLID,7120HR,Dig Prod Mgmt - BS HR,DIGITAL,New Initiatives
COLID,7126,Computer Vision Software Prdct,KINDLE DEVICE,Kindle Device Software
COLID,7133,Hardware- Liquavista,DIGITAL,Device Hardware
COLID,7137,Alexa OS,DIGITAL,New Initiatives
COLID,7141,Hardware-Technology & Archit,KINDLE DEVICE,Device Hardware
COLID,7145,Alexa Language Technologies,KINDLE DEVICE,Video Games and Software
COLID,7146,Alexa Domains - Information,KINDLE DEVICE,Device Education
COLID,7151,Alexa Domains - Entertainment,KINDLE DEVICE,Marketing and D&A
COLID,7152,AVS,KINDLE DEVICE,Marketing and D&A
COLID,7153,Alexa Skills Store Tech,KINDLE DEVICE,Marketing and D&A
COLID,7301,S3,AMAZON WEB SERVICES,AWS - Utility Computing
COLID,7803,DV Core Platform - Technology,BUSINESS DEV AND CPC,Video/Studios
COLID,8600,HR4HR,HR,G&A HR
COLID,8672,Devices HR,HR,Digital HR
COLID,8673,Devices Recruiting,HR,Digital HR
COLID,8674,Alexa Recruiting,HR,Digital HR
COLID,8705,Office Management,FINANCE,Finance Operations
COMID,1501,CS Operations,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
COMID,1580,Digital Var Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
COMID,4301,Marketing & Advertising-Fixed,INTERNATIONAL RETAIL,WW Retail and Tech PR
COMID,4312,Subsidiary Marketing & Sales,FINANCE,Merchant Services Finance
COMID,5173,Kindle Content Operations,DIGITAL,Content Tech & Ops
COMID,5205,Content Vendor Mgt,DIGITAL,Content Acquisition
COMID,5226,comiXology-Business(Non-Tech),KINDLE CONTENT,Content Acquisition
COMID,5252,KC JP Manga,KINDLE CONTENT,Kindle Device Software
COMID,7140,comiXology - Tech,KINDLE CONTENT,Content Acquisition
COMID,8150,Legal,LEGAL,Legal
COMID,8300,Accounting,FINANCE,Accounting
COMID,8314,Amazon Devices Finance,FINANCE,WW Kindle Finance
COMID,8346,Digital Content Finance,FINANCE,Finance Operations
COMID,8600,HR4HR,HR,G&A HR
COMID,8624,Intl Corp/Kindle Content HR,HR,International Consumer HR
COMID,8672,Devices HR,HR,Digital HR
COMID,8673,Devices Recruiting,HR,Digital HR
COMID,8801,Consumer G&A,NORTH AMERICA RETAIL,Retail Management & Other
CR_ID,1001,Global Customer Fulfillment,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1002,Emerging Markets,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1003,WW Ops HR,OPERATIONS & CUSTOMER SERVICE,Operations Admin
CR_ID,1004,Prime Now FC Fixed,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1005,Prime Now FC Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1007,WW Ops Real Estate,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1008,WW Prime Now Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1009,Prime Now Retail Fixed,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1010,EU Ops Management,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1011,Prime Now 3P Corp,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1012,GSF Shared Service Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1013,Last Mile Prod DSP,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1020,Japan Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1021,China Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1022,CN Ext Fulfillmt Corp OpsTech,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1023,CN Ext Fulfilmt CorpOps NoTech,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1024,CN global selling ops-Tech,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1025,AGL Field Fixed,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1040,India Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1041,Sort Center Field Fixed - 1041,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1042,Linehaul Field Fixed - 1042,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1043,WW Prime Now Operations - 3P,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1044,Last Mile Prod - AmFlex,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1051,Amazon Flex - Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1052,Loss Prevention Field,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1053,HS3C Field,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1054,EHS Field,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1090,Local Corp Operation Finance,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1092,AMZL Logistics - DS Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,10AA,Test CC 1,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1111,Bookstore Operations,DIGITAL,JIHM
CR_ID,1112,Physical Stores Tech Ops,DIGITAL,JIHM
CR_ID,1113,Amazon Go Store Ops,DIGITAL,JIHM
CR_ID,1114,Physical Stores Tech Ops CC,DIGITAL,JIHM
CR_ID,1120,Sustainability,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1121,Dangerous Goods,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1122,Social Responsibility,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1123,CPEX,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1126,Fresh - Delivery Station,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1145,AGL Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1146,Flex Regional Management,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1147,GSF Field Shared Services,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1149,Last Mile TOC Fixed,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1151,Amazon Locker-Pickup-Corporate,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1152,Amazon Locker - Pickup Point,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1153,AMZL HR,HR,HR Operations
CR_ID,1154,Delivery Experience - Mgmt,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1157,AMZL Alternate Space,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1158,Amazon Global Logistics,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1159,Amazon LastMile Transportation,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1160,Transportation Execution,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1161,Last Mile Products & Services,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1162,GSF HR,OPERATIONS & CUSTOMER SERVICE,Operations Admin
CR_ID,1163,Planning & Operations Mgt Tech,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1164,FC Automation,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1165,Global EHS,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1168,Delivery Station Regional Mgmt,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1169,Prime Now - Last Mile,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1170,AMZL Regional Management,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1171,Amzn Logistic-LastMileDelivery,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1172,Amzn Logistics-DeliveryStation,OPERATIONS & CUSTOMER SERVICE,Operations Admin
CR_ID,1173,Amazon Logistics - Sortation,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1174,Amazon Logistics - Corporate,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1175,Amazon Logistics - Linehaul,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1176,Amzn Logistics-Global Strategy,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1177,Last Mile Technology- DSP,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1178,Amzn Logistics-SortCenterAdmin,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1179,ATS Line Haul Fixed,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1181,Sort Center Temp Staffing,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1182,Sort Center Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1183,Sort Center Regional Managemnt,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1184,Amazon Logistics-TOC Support,OPERATIONS & CUSTOMER SERVICE,Operations Admin
CR_ID,1186,ATS Line Haul Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1187,Kindle Direct Publishing - CS,KINDLE CONTENT,Independent Publishing
CR_ID,1188,Restricted Products,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1189,Operations Engineering,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1190,North American Fulfillment,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1192,GSF Shared Services,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1193,HS3C Shared Services,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1194,WW Amazon Fresh Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1195,Global Security Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1196,WW Amz Cust Excellence Systems,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1197,WW Product Compliance,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1198,Global Trade Services,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,1199,WW Food Safety and Compliance,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,1200,Fulfillment Center,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1200010,FC Receiving(010),OPERATIONS & CUSTOMER SERVICE,EU Operations
CR_ID,1201,Special Handling Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1203,AmznFresh Fulfillment Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1204,Amazon Fresh Fulfillment,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1205,Tech Services Ingestion,DIGITAL,NAFC
CR_ID,1206,Fullfillment Service,DIGITAL,Brilliance Audio
CR_ID,1207,Internal Service Fulfillment,DIGITAL,Kindle Content
CR_ID,1208,Non-Local FC Fixed Support,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,1209,Non-Local FC Variable Support,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,1210,FC Support - Local ACES,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1211,Amazon Temp Staffing Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1212,Amazon Temp Staffing,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1213,Amazon Pantry Fulfillment-Var,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1214,Amazon Pantry Fulfillment-Fix,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1215,Amazon Fresh Field Reg Mang,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1216,Vendor Flex,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1217,Trans & Supply Chain-Yard Cntl,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1218,Loss Prevention,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1219,Environmental Health & Safety,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1221,FC - HR Regional Management,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1222,FC-Finance Regional Management,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1223,FC - Regional Procurement,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1224,Ops HR Management Recruiting,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1225,FC - HR Operations Support,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1227,Local Trans & Supply Chain,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1228,FC Launch,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1229,Ops HR - ER&EE,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1230,Ops Tech IT,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1231,Ops Tech IT - Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1232,FC - Regional Quality,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1233,OPS HR - Variable,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1234,Amazon Campus Fulfillment-Var,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1235,Amazon Campus Fulfillment-Fix,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1236,FC HR,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1237,Sort Center HR,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1238,FC - Regional Other,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1241,WW Pantry Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1242,WW Campus Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1243,Operations - BuyVIP,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,1245,Amazon Metro Fixed Corp,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1246,Amazon Metro FC Fixed,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1250,OPS HR - Regional Management,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1251,Ops HR - Temp Staffing,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1252,Ops HR - Staff Recruiting,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1254,Ops HR-Learning & Leadership,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1255,Amazon Global,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1256,FC - Tours,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1260,FBA Business - Variable FC,MERCHANT SERVICES,FBA
CR_ID,1266,Amazon Expansion (World),KINDLE CONTENT,Transportation
CR_ID,1268,Expansion Other,KINDLE CONTENT,Transportation
CR_ID,1270,Amazon Robotics Intl Prgms,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1290,DC - Fixed Headcount,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1298,DC-Co-located Headcount,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1299,Distribution Center - Var HC,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1300,Operations - Tech Services,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1301,SWA Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1302,Ops Technology - Var Support,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1306,Payments Business Ops,E-COMMERCE PLATFORM,Payments Engineering
CR_ID,1380,FBA Business,MERCHANT SERVICES,FBA
CR_ID,1381,FBA Business - Variable,MERCHANT SERVICES,FBA
CR_ID,1500,CS Operations Management,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1500FIN,CS Operations Management - FIN,OPERATIONS & CUSTOMER SERVICE,Operations Finance
CR_ID,1500HR,CS Operation Mgmt - HR,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1501,CS Operations,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1501FIN,CS Operations  - FIN,OPERATIONS & CUSTOMER SERVICE,Operations Finance
CR_ID,1501HR,CS Operations-HR,OPERATIONS & CUSTOMER SERVICE,Ops HR (Field)
CR_ID,1502,CS Operations - Alt Language 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1502BV,CS Ops- Alt Language 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1502HR,CS Operations - Alt Languag-HR,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1502VEB,1502VEB CS Ops Management,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1502VIP,CS Ops- Alt Language 2(BuyVIP),OPERATIONS & CUSTOMER SERVICE,EU Operations
CR_ID,1503,CS Operations Management - Alt,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1504,Alt Language 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1505,CS Management,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1506,CS Ops Management - Alt Lang 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1507,CS Operations - Alt Language 3,OPERATIONS & CUSTOMER SERVICE,EU Operations
CR_ID,1507VCC,CS Operations - Alt Language 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1508,Retail Fixed Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1509,CS Operations - Alt Language 4,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1509HR,CS Operations- Alt Lang 4 - HR,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1510,Seller and Brand Support-US,MERCHANT SERVICES,Technical Account Management
CR_ID,1510HR,TAM-Merchant and Seller SuppHR,MERCHANT SERVICES,Technical Account Management
CR_ID,1511,CS CreateSpace,DIGITAL,WW Customer Service
CR_ID,1512,"Seller, Vendor&Brand Support",MERCHANT SERVICES,Technical Account Management
CR_ID,1513,Vendor Support - US,NORTH AMERICA RETAIL,Technical Account Management
CR_ID,1514,"Seller, Vendor Support-OTH Ser",MERCHANT SERVICES,Seller Website Business
CR_ID,1515,WW Cust Service variable costs,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1516,Customer and Brand Trust: Biz,MERCHANT SERVICES,Merchant Technologies
CR_ID,1517,"JV II, CS India",FINANCE,WW Retail Marketing
CR_ID,1518,Risk Investigations Corporate,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,1520,CS Ops Support,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1521,CS-Corp Acct Specialty Group,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1521HR,CS-Corp Acct Specialty GroupHR,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1522,CS Operations-Alt Language 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1523,Abuse Operations,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,1525,CS - Phone Sales Operations,OPERATIONS & CUSTOMER SERVICE,China Ops
CR_ID,1526,Customer Service - Phone Sales,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1527,Goodreads - Variable,KINDLE CONTENT,GoodReads
CR_ID,1528,CS-AGS Fixed,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1529,CS-AGS Variable,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1530,CS HR,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1531,Customer Service Finance,OPERATIONS & CUSTOMER SERVICE,Merchant Technologies
CR_ID,1540,Fixed Digital Ops - CS,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1545,CS-Social Media Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1546,CS-Social Media Variable 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1547,CS-Social Media Variable 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1548,CS-Social Media Variable 4,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1550,Digital Fixed Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1551,CS-AMZL Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1552,CS-AMZL Fixed 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1553,CS-AMZL Variable 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1554,CS-AMZL Fixed 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1555,CS-AMZL Variable 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1556,CS-AMZL Fixed 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1557,CS-LMTOC Fixed 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1558,CS-LMTOC Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1559,CS-LMTOC Fixed 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1560,Fixed Digital Ops CS - Alt Lan,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
